Brand,Condition,Fuel,KMs Driven,Model,Price,Registered City,Transaction Type,Year,Date
Suzuki,Used,CNG,3000.0,Mehran VXR,300000,Karachi,Cash,2008.0,2019-11-06
Suzuki,Used,Petrol,89000.0,Cultus VXR,875000,Karachi,Cash,2014.0,2019-01-31
Suzuki,Used,Petrol,38200.0,Mehran VXR,650000,Karachi,Cash,2017.0,2018-08-29
Daihatsu,Used,CNG,120000.0,Cuore,250000,Karachi,Cash,1993.0,2019-07-01
Suzuki,Used,CNG,30000.0,Mehran VXR,300000,Karachi,Cash,2008.0,2019-06-13
Honda,Used,Petrol,123000.0,Civic Prosmetic,780000,Karachi,Cash,2004.0,2019-07-18
Honda,Used,Petrol,1.0,Accord,750000,,Cash,2002.0,2019-02-16
Honda,Used,Petrol,88550.0,Civic EXi,800000,Karachi,Cash,2005.0,2019-12-09
Suzuki,Used,Petrol,85200.0,Swift,1100000,Karachi,Cash,2014.0,2018-09-26
Honda,Used,Petrol,92000.0,Civic VTi Oriel,1070000,Karachi,Cash,2010.0,2019-07-09
Toyota,New,Hybrid,78000.0,Prius,1750000,Karachi,Cash,2011.0,2019-09-03
Honda,New,Petrol,82000.0,City Vario,975000,Karachi,Cash,2007.0,2019-08-22
Suzuki,Used,CNG,1000.0,Carry,340000,Karachi,Cash,1993.0,2019-10-28
Toyota,New,Petrol,25000.0,Corolla Axio,2500000,,Cash,2015.0,2019-05-01
Honda,Used,Petrol,27000.0,City IDSI,765000,Karachi,Cash,2006.0,2018-10-18
Toyota,New,Petrol,48000.0,Corolla XLI,1640000,Karachi,Cash,2016.0,2019-05-07
Daihatsu,Used,Petrol,68000.0,Cuore,425000,Karachi,Cash,2007.0,2018-12-10
Suzuki,Used,CNG,140000.0,Baleno,490000,Karachi,Cash,2005.0,2019-01-12
Nissan,New,Petrol,18000.0,Dayz,1250000,,Cash,2015.0,2018-08-26
Suzuki,Used,CNG,182613.0,Baleno,520000,Karachi,Cash,2005.0,2019-08-10
Nissan,Used,CNG,1.0,120 Y,130000,Karachi,Cash,1980.0,2019-03-17
Daihatsu,Used,CNG,10000.0,Charade,110000,Karachi,Cash,1983.0,2019-12-20
Suzuki,Used,CNG,1.0,FX,90000,Karachi,Cash,1988.0,2018-09-06
Honda,Used,Petrol,122000.0,City IVTEC,1250000,Karachi,Cash,2009.0,2018-11-26
Honda,Used,CNG,350000.0,Civic EXi,350000,,Cash,1995.0,2019-04-03
Suzuki,Used,CNG,100000.0,Khyber,260000,Karachi,Cash,1998.0,2018-08-16
Toyota,New,Petrol,9000.0,Premio,4450000,,Cash,2016.0,2018-09-03
,,,,,1200000,,,,2018-10-16
Toyota,New,Diesel,104000.0,Hilux,3270000,Karachi,Cash,2010.0,2019-01-18
Toyota,Used,Diesel,1.0,Land Cruiser,1700000,Karachi,Cash,1993.0,2018-11-16
Suzuki,Used,Petrol,7582.0,Cultus VXR,650000,Karachi,Cash,2009.0,2019-07-31
Honda,Used,Petrol,1.0,Accord,720000,Karachi,Cash,2002.0,2018-08-08
Toyota,Used,Petrol,135000.0,Corolla XLI,1020000,Karachi,Cash,2007.0,2019-04-07
,,,,,95000,,,,2019-02-23
Toyota,New,Petrol,5.0,Corolla 2.0 D,320000,Karachi,Installment/Leasing,2018.0,2019-11-30
Suzuki,Used,Petrol,225469.0,Alto,490000,Karachi,Cash,2008.0,2019-10-28
Suzuki,Used,Petrol,18000.0,Alto,395000,Karachi,Cash,2006.0,2019-10-20
Suzuki,Used,CNG,176433.0,Baleno,535000,Karachi,Cash,2003.0,2019-05-05
,,,,,1100000,,,,2019-02-20
Nissan,Used,Petrol,62000.0,Juke,1625000,Karachi,Cash,2010.0,2019-04-25
Toyota,Used,Petrol,78000.0,Corolla GLI,110000,Karachi,Cash,2010.0,2018-12-23
Toyota,Used,CNG,106368.0,Corolla GLI,1235000,Karachi,Cash,2012.0,2019-02-01
Toyota,Used,CNG,106368.0,Corolla GLI,1235000,Karachi,Cash,2012.0,2018-09-25
Suzuki,Used,Petrol,90000.0,Alto,400000,Karachi,Cash,2007.0,2019-08-22
Suzuki,New,CNG,100000.0,Mehran VXR,260000,Karachi,Cash,1999.0,2018-11-13
Suzuki,Used,,10000.0,,210000,,,1987.0,2018-10-01
Daihatsu,Used,Petrol,70000.0,Mira,785000,Karachi,Cash,2011.0,2019-09-26
Suzuki,Used,CNG,90000.0,Mehran VX,310000,Karachi,Cash,2004.0,2019-05-25
Honda,Used,Petrol,75000.0,Civic VTi,510000,Karachi,Cash,1997.0,2019-07-18
Suzuki,Used,Petrol,67000.0,Alto,750000,Karachi,Cash,2006.0,2019-08-31
Suzuki,Used,CNG,92000.0,Cultus VXL,460000,Karachi,Cash,2004.0,2018-11-09
Honda,New,Hybrid,30000.0,Vezel,3550000,,Cash,2015.0,2019-05-24
Toyota,Used,Petrol,100.0,Passo,850000,Karachi,Cash,2007.0,2019-03-26
Toyota,Used,Petrol,30000.0,Hilux,5500000,Karachi,Cash,2015.0,2018-10-01
Toyota,New,Petrol,93000.0,Vitz,1275000,Karachi,Cash,2012.0,2018-09-10
Toyota,Used,Petrol,87000.0,Corolla GLI,1350000,Karachi,Cash,2011.0,2019-10-04
Honda,Used,Petrol,150000.0,Civic VTi Oriel Prosmatec,1300000,Karachi,Cash,2009.0,2019-09-07
Toyota,New,Petrol,68000.0,Belta,1000000,Karachi,Cash,2007.0,2019-12-06
Daihatsu,New,Petrol,100000.0,Charade,200000,Karachi,Cash,1982.0,2018-09-21
Toyota,New,Petrol,185000.0,Toyo Ace,915000,Karachi,Cash,2005.0,2019-04-26
Honda,Used,Petrol,72000.0,City Aspire,1575000,Karachi,Cash,2014.0,2019-02-10
Suzuki,Used,,66000.0,,565000,,,2009.0,2019-06-20
Toyota,New,Petrol,47.0,Corolla GLI,2320000,Karachi,Cash,2018.0,2019-10-29
Suzuki,Used,CNG,10000.0,Cultus VXR,520000,Karachi,Cash,2005.0,2018-11-07
Suzuki,Used,CNG,45000.0,Mehran VXR,380000,Karachi,Cash,2011.0,2018-10-15
Toyota,New,CNG,1.0,Corolla XE,650000,Karachi,Cash,2000.0,2018-10-18
Suzuki,Used,Petrol,84000.0,Alto,390000,Karachi,Cash,2003.0,2018-11-11
Suzuki,Used,CNG,75000.0,Alto,395000,Karachi,Cash,2005.0,2019-05-31
Honda,Used,CNG,11111.0,Other,520000,Karachi,Cash,2002.0,2018-11-01
Toyota,Used,CNG,152000.0,Corolla XLI,870000,Karachi,Cash,2004.0,2019-06-07
Daihatsu,New,CNG,100000.0,Charade,250000,Karachi,Cash,1986.0,2019-04-19
Suzuki,Used,Petrol,100000.0,Alto,580000,Karachi,Cash,2008.0,2019-04-26
Honda,New,CNG,157000.0,Civic VTi,580000,Karachi,Cash,1997.0,2019-10-27
Suzuki,Used,CNG,15000.0,Bolan,400000,,Cash,2007.0,2019-02-12
Suzuki,Used,CNG,1.0,Cultus VXR,550000,Karachi,Cash,2007.0,2019-02-03
Suzuki,New,CNG,1.0,Mehran VXR,325000,Karachi,Cash,2006.0,2019-01-24
Suzuki,Used,,54000.0,,550000,,,2008.0,2019-11-20
Suzuki,Used,Petrol,60000.0,Cultus VXR,550000,Karachi,Cash,2007.0,2019-10-15
Suzuki,New,Petrol,78000.0,Margalla,460000,Karachi,Cash,1998.0,2019-01-02
Daihatsu,Used,Petrol,80000.0,Cuore,470000,Karachi,Cash,2004.0,2018-08-10
Other Brands,New,Petrol,750.0,Other,1350000,Karachi,Cash,2017.0,2019-03-01
Suzuki,Used,Petrol,14000.0,Every,1015000,Karachi,Cash,2010.0,2019-07-01
,,,,,1190000,,,,2019-08-02
,,,,,350000,,,,2019-02-07
Toyota,Used,Hybrid,112000.0,Aqua,1570000,Karachi,Cash,2013.0,2019-08-17
Toyota,New,Petrol,23000.0,Corrolla Altis,2200000,Karachi,Cash,2016.0,2019-02-20
Nissan,Used,Petrol,90000.0,Juke,1725000,Karachi,Cash,2010.0,2018-09-02
Toyota,New,Hybrid,49000.0,Aqua,2085000,Karachi,Cash,2015.0,2018-09-06
Honda,New,Petrol,98824.0,Civic EXi,900000,Karachi,Cash,2005.0,2019-03-23
Suzuki,Used,Petrol,800.0,Mehran VXR,155000,Karachi,Cash,1991.0,2018-12-22
Suzuki,New,LPG,1.0,Cultus VXR,480000,Karachi,Cash,2007.0,2018-11-26
Honda,Used,Petrol,140000.0,Accord,1350000,Karachi,Cash,2004.0,2018-10-25
Suzuki,New,Petrol,25.0,Cultus VX,485000,Karachi,Cash,2003.0,2018-11-03
Toyota,Used,Petrol,84143.0,Corolla XLI,1000000,Karachi,Cash,2007.0,2019-04-11
Toyota,New,Petrol,1.0,Vitz,360000,Karachi,Installment/Leasing,2018.0,2019-02-09
Suzuki,Used,CNG,85000.0,Alto,475000,Karachi,Cash,2008.0,2018-09-12
Suzuki,Used,CNG,1.0,Alto,450000,Karachi,Cash,2008.0,2019-05-21
Hyundai,Used,Petrol,240000.0,Santro,400000,Faisalabad,Cash,2002.0,2019-06-25
Suzuki,Used,CNG,79000.0,Alto,621000,Karachi,Cash,2011.0,2019-12-09
Hyundai,New,Petrol,1.0,Santro,300000,Karachi,Installment/Leasing,2018.0,2018-08-15
Suzuki,Used,CNG,130000.0,Bolan,390000,Karachi,Cash,2001.0,2019-05-12
Suzuki,Used,Petrol,38000.0,Mehran VXR,650000,,Cash,2017.0,2018-11-08
Honda,New,Petrol,80000.0,Civic VTi Oriel Prosmatec,1150000,Karak,Cash,2008.0,2018-11-02
Suzuki,Used,Petrol,78000.0,Wagon R,1000000,Karachi,Cash,2012.0,2019-09-18
Toyota,Used,Petrol,99765.0,Corrolla Altis,950000,Karachi,Cash,2007.0,2018-12-03
Honda,Used,CNG,123456.0,Civic EXi,180000,Karachi,Cash,1986.0,2019-04-10
Honda,Used,Petrol,93000.0,Civic VTi Oriel Prosmatec,1150000,Karachi,Cash,2007.0,2019-11-03
Honda,Used,Petrol,150000.0,Civic VTi,720000,Karachi,Cash,2006.0,2019-03-08
,,,,,775000,,,,2019-12-15
Toyota,Used,Petrol,12500.0,Corolla XE,200000,Karachi,Installment/Leasing,2008.0,2019-03-20
Suzuki,Used,CNG,100000.0,Khyber,185000,Karachi,Cash,1991.0,2019-08-31
Daihatsu,Used,Petrol,129000.0,Hijet,780000,Karachi,Cash,2016.0,2018-10-19
Toyota,Used,Petrol,165000.0,Vitz,1025000,Karachi,Cash,2008.0,2019-06-24
Suzuki,New,CNG,150000.0,Alto,415000,Karachi,Cash,2003.0,2018-08-12
Honda,New,Petrol,160000.0,Civic VTi Oriel Prosmatec,1000000,Karachi,Cash,2005.0,2019-11-03
KIA,Used,Diesel,1100.0,Sportage,525000,Karachi,Cash,1996.0,2019-03-26
Toyota,Used,Petrol,10000.0,Corolla GLI,2400000,Karachi,Cash,2018.0,2018-09-28
Mitsubishi,Used,Petrol,1200000.0,Minica,590000,Karachi,Cash,2007.0,2019-10-27
Suzuki,Used,CNG,800.0,Mehran VX,185000,Karachi,Cash,1998.0,2019-08-01
Toyota,Used,Petrol,75000.0,86,900000,Karachi,Cash,2008.0,2019-06-09
Suzuki,Used,Petrol,60000.0,Alto,650000,Karachi,Cash,2011.0,2018-09-13
Suzuki,Used,Petrol,95000.0,Bolan,600000,Karachi,Cash,2011.0,2019-11-05
Suzuki,Used,Petrol,95000.0,Bolan,600000,Karachi,Cash,2011.0,2018-09-13
Toyota,New,Petrol,8000.0,Corrolla Altis,2975000,Karachi,Cash,2018.0,2019-08-16
Toyota,New,Hybrid,16500.0,Aqua,2280000,,Cash,2015.0,2019-11-19
Toyota,Used,Petrol,75000.0,86,900000,Karachi,Cash,2008.0,2018-09-26
Suzuki,Used,CNG,70185.0,Cultus VXR,450000,Karachi,Cash,2003.0,2018-10-16
,,,,,590000,,,,2019-02-19
Suzuki,Used,CNG,85000.0,Mehran VXR,320000,Karachi,Cash,2007.0,2018-09-22
Suzuki,New,Petrol,86500.0,Every Wagon,1000000,Karachi,Cash,2009.0,2019-04-24
Suzuki,New,Petrol,70000.0,Alto,650000,Karachi,Cash,2012.0,2019-07-02
,,,,,620000,,,,2019-04-15
Suzuki,Used,CNG,25000.0,Bolan,395000,Karachi,Cash,2000.0,2018-11-11
Honda,New,Petrol,41000.0,City Aspire,1880000,Karachi,Cash,2016.0,2019-05-26
Daihatsu,Used,Petrol,90000.0,Hijet,925000,,Cash,2013.0,2018-12-08
Daihatsu,Used,Petrol,1000.0,Hijet,200000,Karachi,Installment/Leasing,2017.0,2019-03-01
Honda,Used,Petrol,1.0,Civic VTi,100000,Karachi,Cash,2018.0,2019-03-02
Honda,New,Petrol,1.0,Civic VTi Oriel Prosmatec,3125000,,Cash,2018.0,2019-07-19
Daihatsu,Used,CNG,100000.0,Other,150000,Karachi,Cash,1984.0,2019-04-27
Suzuki,Used,Petrol,30000.0,Cultus VXR,1075000,Karachi,Cash,2017.0,2019-11-16
Suzuki,Used,CNG,9999999.0,Carry,200000,Karachi,Cash,1988.0,2019-09-11
Toyota,Used,Petrol,50000.0,Corolla XLI,1200000,Karachi,Cash,2012.0,2018-11-04
Suzuki,Used,CNG,88000.0,Cultus VXR,530000,Karachi,Cash,2006.0,2019-12-15
Nissan,New,Petrol,35500.0,Dayz,1200000,,Cash,2015.0,2019-06-07
Suzuki,Used,Petrol,4100.0,Wagon R,1210000,Karachi,Cash,2017.0,2019-07-02
Toyota,Used,Petrol,25600.0,Corrolla Altis,1980000,Karachi,Cash,2015.0,2019-02-08
Toyota,Used,Diesel,26000.0,Hilux,4400000,Karachi,Cash,2014.0,2019-04-08
Toyota,Used,Petrol,90000.0,Passo,900000,Karachi,Cash,2006.0,2019-04-27
Suzuki,Used,CNG,1.0,Cultus VXR,485000,Karachi,Cash,2006.0,2019-04-09
Toyota,Used,Petrol,45000.0,Prado,7500000,Karachi,Cash,2011.0,2019-07-21
Honda,Used,CNG,150000.0,City IVTEC,730000,Karachi,Cash,2006.0,2019-10-05
Toyota,Used,Petrol,48000.0,Vitz,1180000,Karachi,Cash,2010.0,2019-02-21
Mitsubishi,Used,CNG,1.0,Pajero Mini,475000,Karachi,Cash,1997.0,2018-12-18
Toyota,Used,Petrol,141000.0,Passo,1065000,Karachi,Cash,2010.0,2019-07-25
Chevrolet,Used,Petrol,80000.0,Exclusive,350000,Karachi,Cash,2005.0,2019-06-29
Suzuki,Used,CNG,2600000.0,Khyber,280000,Karachi,Cash,1998.0,2019-09-10
Suzuki,Used,CNG,9999991.0,Mehran VXR,110000,Pakpattan,Cash,1990.0,2019-07-02
Daihatsu,Used,Petrol,80000.0,Hijet,750000,Karachi,Cash,2013.0,2019-03-18
Daihatsu,Used,CNG,100000.0,Charade,150000,Karachi,Cash,1984.0,2019-12-11
Toyota,New,Petrol,165000.0,Corrolla Altis,1380000,Karachi,Cash,2012.0,2019-03-12
Toyota,Used,Petrol,25000.0,Corrolla Altis,2100000,Karachi,Cash,2015.0,2019-02-07
Nissan,Used,Petrol,85000.0,Clipper,680000,,Cash,2009.0,2018-08-30
Toyota,Used,Petrol,85000.0,Vitz,785000,Karachi,Cash,1999.0,2018-10-28
Toyota,Used,Petrol,100000.0,Platz,685000,Karachi,Cash,2007.0,2019-07-01
Honda,Used,Petrol,90000.0,Civic EXi,880000,Karachi,Cash,2005.0,2019-04-21
Daihatsu,Used,Petrol,65000.0,Charade,185000,Karachi,Cash,1986.0,2019-11-07
Daihatsu,Used,CNG,65000.0,Cuore,600000,Karachi,Cash,2012.0,2019-08-25
Suzuki,New,Petrol,57000.0,Swift,940000,Karachi,Cash,2011.0,2019-01-17
Suzuki,Used,Petrol,88000.0,Jimny,935000,Karachi,Cash,2008.0,2018-11-25
Suzuki,Used,CNG,145000.0,Baleno,530000,Karachi,Cash,2005.0,2019-06-02
,,,,,90000,,,,2018-09-18
,,,,,1350000,,,,2019-10-01
Toyota,Used,Hybrid,84000.0,Aqua,2175000,,Cash,2015.0,2019-09-03
Suzuki,Used,CNG,35000.0,Alto,410000,Karachi,Cash,2004.0,2019-09-23
Honda,Used,Hybrid,50000.0,Vezel,3200000,Karachi,Cash,2014.0,2019-06-12
Suzuki,Used,CNG,145000.0,Baleno,500000,Karachi,Cash,2005.0,2019-02-17
Suzuki,Used,CNG,50000.0,Cultus VXR,545000,Karachi,Cash,2007.0,2018-10-15
Honda,Used,Petrol,185647.0,Civic VTi Oriel Prosmatec,700000,Karachi,Cash,2003.0,2019-04-10
Honda,Used,CNG,80000.0,Civic Prosmetic,470000,Karachi,Cash,1997.0,2018-11-14
Honda,Used,Petrol,26500.0,Civic VTi Oriel Prosmatec,2185000,Karachi,Cash,2015.0,2019-02-12
Daihatsu,New,Petrol,61000.0,Mira,1220000,Karachi,Cash,2014.0,2019-08-28
Suzuki,Used,CNG,800000.0,Cultus VXR,580000,Karachi,Cash,2008.0,2019-05-13
Suzuki,Used,CNG,123456.0,Margalla,380000,Karachi,Cash,1998.0,2019-10-28
Honda,Used,CNG,200000.0,Accord,250000,Karachi,Cash,1988.0,2018-12-01
Toyota,Used,CNG,100000.0,Vitz,750000,Karachi,Cash,1999.0,2019-05-21
Suzuki,Used,Petrol,9000.0,Cultus VXL,1640000,Karachi,Cash,2018.0,2019-02-04
Suzuki,Used,CNG,10.0,Cultus VXR,465000,Karachi,Cash,2004.0,2019-02-02
Daihatsu,Used,Petrol,10000.0,Charade,260000,Karachi,Cash,1986.0,2019-10-17
Honda,Used,Petrol,177000.0,Accord,700000,Karachi,Cash,1998.0,2018-08-15
Toyota,Used,Petrol,62000.0,Aqua,2075000,,Cash,2015.0,2019-05-01
Honda,Used,Petrol,88000.0,Civic EXi,900000,Karachi,Cash,2005.0,2019-12-15
Toyota,Used,CNG,1.0,86,280000,Karachi,Cash,1987.0,2019-07-22
Suzuki,Used,Petrol,100000.0,Alto,450000,Karachi,Cash,2005.0,2019-06-21
Suzuki,New,Petrol,2000.0,Mehran VX,250000,Karachi,Cash,1990.0,2019-02-23
Suzuki,New,CNG,100000.0,Khyber,180000,,Cash,1992.0,2019-05-15
Toyota,Used,Petrol,79333.0,Corolla XLI,1080000,Karachi,Cash,2009.0,2019-12-07
Suzuki,Used,Petrol,50000.0,Khyber,270000,Karachi,Cash,1996.0,2019-06-07
Daihatsu,Used,Hybrid,82000.0,Cuore,540000,Karachi,Cash,2008.0,2019-03-26
Daihatsu,Used,Petrol,167000.0,Hijet,725000,Karachi,Cash,2010.0,2019-07-28
Suzuki,Used,CNG,1.0,Khyber,140000,Karachi,Cash,1993.0,2019-11-30
,,,,,650000,,,,2019-01-28
Suzuki,Used,Petrol,99999.0,Cultus VXR,525000,Karachi,Cash,2007.0,2018-10-21
Suzuki,New,CNG,199000.0,Alto,550000,Karachi,Cash,2009.0,2019-08-29
Toyota,Used,Petrol,15000.0,Corolla GLI,800000,Karachi,Cash,2003.0,2018-09-03
Honda,Used,Petrol,121200.0,Airwave,1200000,Karachi,Cash,2006.0,2019-05-27
Suzuki,Used,Petrol,20000.0,Wagon R,1015000,Karachi,Cash,2016.0,2019-04-20
Toyota,Used,Petrol,135000.0,Corolla GLI,1500000,Karachi,Cash,2013.0,2019-04-29
Toyota,Used,Petrol,67000.0,Corolla GLI,1395000,Karachi,Cash,2011.0,2019-10-23
Suzuki,New,Petrol,19150.0,Cultus VXR,1125000,Karachi,Cash,2017.0,2019-04-07
Nissan,Used,CNG,10000.0,March,675000,Karachi,Cash,2006.0,2019-10-01
Toyota,New,Petrol,35000.0,Vitz,1900000,Karachi,Cash,2016.0,2019-04-27
Honda,New,Petrol,29900.0,City Aspire,1680000,Karachi,Cash,2015.0,2019-05-06
Honda,Used,Petrol,48900.0,Civic Prosmetic,1875000,Karachi,Cash,2015.0,2019-11-01
Toyota,New,CNG,71000.0,Corolla XLI,1275000,Karachi,Cash,2011.0,2019-11-03
Suzuki,New,Petrol,5.0,Bolan,200000,Karachi,Installment/Leasing,2018.0,2018-12-18
Suzuki,Used,Petrol,236231.0,Khyber,300000,Karachi,Cash,1997.0,2019-01-31
Suzuki,Used,CNG,67000.0,Cultus VXR,900000,Karachi,Cash,2014.0,2018-11-04
Toyota,New,Petrol,29000.0,Corolla GLI,1960000,Karachi,Cash,2016.0,2018-08-13
Suzuki,Used,Petrol,13000.0,Bolan,665000,Karachi,Cash,2015.0,2019-09-22
Nissan,Used,Petrol,130000.0,Sunny,130000,Karachi,Cash,1985.0,2018-10-13
Daihatsu,Used,CNG,1.0,Charade,130000,,Cash,1984.0,2018-09-23
Suzuki,Used,Petrol,12500.0,Alto,200000,Karachi,Installment/Leasing,2008.0,2018-10-20
Suzuki,New,Petrol,10.0,Bolan,840000,Karachi,Cash,2018.0,2018-12-16
Nissan,Used,Petrol,176206.0,Clipper,670000,Karachi,Cash,2009.0,2019-03-12
Suzuki,Used,,1000.0,,390000,,,1997.0,2019-03-09
Daihatsu,Used,Petrol,12500.0,Cuore,200000,Karachi,Installment/Leasing,2008.0,2019-03-04
Honda,Used,CNG,25000.0,Civic Hybrid,130000,Karachi,Cash,1984.0,2019-02-27
Toyota,Used,Diesel,28000.0,Hilux,4300000,Karachi,Cash,2012.0,2019-03-03
Suzuki,New,Petrol,70000.0,Every Wagon,1230000,Karachi,Cash,2012.0,2019-10-06
FAW,Used,Petrol,24000.0,V2,1035000,Karachi,Cash,2017.0,2018-10-22
Suzuki,Used,CNG,23000.0,Liana,555000,Karachi,Cash,2007.0,2018-09-02
Suzuki,Used,,1000.0,,295000,,,1985.0,2019-07-21
Toyota,Used,Petrol,200000.0,Other,470000,Karachi,Cash,1988.0,2018-09-27
Suzuki,Used,Petrol,55555.0,Cultus VXR,900000,Karachi,Cash,2014.0,2019-04-15
Toyota,Used,Petrol,34500.0,Corolla GLI,1970000,Karachi,Cash,2016.0,2019-01-15
Toyota,New,Petrol,31000.0,Passo,1390000,,Cash,2015.0,2018-11-04
Suzuki,New,Petrol,1.0,Bolan,200000,Karachi,Installment/Leasing,2018.0,2019-09-03
Suzuki,New,Petrol,131000.0,Every,850000,Karachi,Cash,2014.0,2018-08-26
Suzuki,Used,CNG,32000.0,Bolan,775000,Karachi,Cash,2011.0,2019-11-27
Daihatsu,Used,CNG,110000.0,Cuore,640000,,Cash,2008.0,2019-03-08
Suzuki,New,Petrol,1.0,Cultus VX,250000,Karachi,Installment/Leasing,2018.0,2019-01-23
FAW,New,Petrol,1.0,Sirius,370000,Karachi,Installment/Leasing,2018.0,2019-05-02
Suzuki,New,Petrol,90000.0,Cultus VXR,650000,Karachi,Cash,2009.0,2019-07-22
Toyota,Used,Petrol,34000.0,Passo,1375000,Karachi,Cash,2014.0,2019-07-14
Toyota,Used,Petrol,120000.0,Other,150000,Karachi,Cash,1980.0,2019-09-26
Toyota,Used,Petrol,72000.0,Corolla GLI,1240000,Karachi,Cash,2011.0,2019-10-08
Honda,New,Petrol,1.0,City IVTEC,1983000,Karachi,Cash,2018.0,2019-10-15
Suzuki,Used,Petrol,51000.0,Cultus VXR,1000000,Karachi,Cash,2015.0,2018-12-12
Suzuki,Used,CNG,103000.0,Alto,410000,Karachi,Cash,2002.0,2019-10-09
Honda,New,Petrol,4.0,Civic VTi Oriel Prosmatec,3100000,,Cash,2018.0,2019-06-03
Mazda,New,Hybrid,27000.0,Flair,1270000,Karachi,Cash,2014.0,2019-04-05
Suzuki,Used,,1.0,,450000,,,2007.0,2019-10-16
Suzuki,New,Petrol,700.0,Other,685000,Karachi,Cash,2015.0,2018-09-03
Toyota,Used,Diesel,786.0,Hilux,2500000,Karachi,Cash,2010.0,2019-08-23
Suzuki,Used,Petrol,78000.0,Bolan,410000,Karachi,Cash,2001.0,2018-09-15
Suzuki,Used,CNG,1.0,Cultus VXR,530000,Karachi,Cash,2006.0,2019-05-09
Suzuki,New,CNG,80000.0,Alto,410000,Karachi,Cash,2006.0,2018-10-29
Daihatsu,Used,CNG,20000.0,Cuore,180000,Karachi,Installment/Leasing,2010.0,2019-09-04
Daewoo,Used,Hybrid,200000.0,Racer,140000,Karachi,Cash,1993.0,2019-09-10
Toyota,Used,Diesel,74528.0,Hilux,5000000,Karachi,Cash,2013.0,2019-06-29
BMW,Used,Petrol,1.0,Other,600000,Karachi,Installment/Leasing,2015.0,2019-02-26
Toyota,Used,Diesel,105798.0,Hilux,5000000,Karachi,Cash,2012.0,2018-09-24
Suzuki,Used,CNG,125000.0,Cultus VXR,600000,Karachi,Cash,2008.0,2019-04-21
Toyota,Used,CNG,11496.0,Other,730000,Karachi,Cash,2003.0,2019-10-05
Suzuki,Used,CNG,32000.0,Bolan,775000,Karachi,Cash,2011.0,2019-02-03
Nissan,Used,Petrol,17326.0,Figaro,270000,Karachi,Installment/Leasing,1993.0,2019-09-07
Suzuki,Used,Petrol,27600.0,Mehran VX,525000,Karachi,Cash,2014.0,2018-12-30
Suzuki,Used,CNG,21000.0,Mehran VXR,400000,Karachi,Cash,2011.0,2019-04-20
Suzuki,Used,Petrol,76000.0,Wagon R,900000,Karachi,Cash,2014.0,2019-12-11
Other Brands,Used,Hybrid,340000.0,Other,210000,Karachi,Cash,2006.0,2019-07-14
Toyota,Used,Petrol,105000.0,Passo,815000,Karachi,Cash,2007.0,2019-06-14
Honda,New,Petrol,300.0,Other,2500000,Karachi,Cash,2018.0,2019-02-12
Honda,Used,Petrol,100000.0,Civic VTi Oriel,1700000,Karachi,Cash,2014.0,2018-11-15
Daihatsu,Used,Petrol,19000.0,Cast,1400000,,Cash,2016.0,2019-01-29
Mitsubishi,Used,Petrol,75000.0,Minica,820000,Karachi,Cash,2013.0,2019-03-18
Suzuki,Used,Petrol,39000.0,Every,925000,Karachi,Cash,2012.0,2019-04-06
Toyota,New,Hybrid,90000.0,Prius,1750000,Karachi,Cash,2011.0,2019-08-18
Toyota,New,Hybrid,56000.0,Aqua,1985000,,Cash,2015.0,2019-05-06
Daihatsu,Used,CNG,1000.0,Cuore,260000,Karachi,Cash,1996.0,2019-10-09
Daihatsu,New,Petrol,60000.0,Mira,1150000,Karachi,Cash,2015.0,2019-03-25
Daihatsu,New,Petrol,14000.0,Mira,1285000,,Cash,2015.0,2019-10-17
Honda,Used,Petrol,1.0,Other,280000,Karachi,Cash,1987.0,2019-02-09
Honda,Used,Petrol,1.0,Accord,280000,Karachi,Cash,1987.0,2019-02-03
Honda,Used,Petrol,172523.0,City IVTEC,1050000,Karachi,Cash,2009.0,2019-04-06
Suzuki,Used,CNG,100000.0,Khyber,165000,Karachi,Cash,1994.0,2019-05-14
Daihatsu,Used,Petrol,59000.0,Move,1100000,Karachi,Cash,2011.0,2018-09-09
Suzuki,Used,Diesel,127000.0,Alto,450000,Karachi,Cash,2007.0,2019-08-30
Daihatsu,Used,CNG,1000.0,Cuore,540000,Karachi,Cash,2008.0,2019-03-09
Toyota,Used,CNG,299600.0,86,565000,Karachi,Cash,1987.0,2019-04-16
Daihatsu,Used,CNG,50000.0,Charade,350000,Karachi,Cash,1986.0,2019-11-09
Daihatsu,Used,Petrol,111.0,Cuore,418000,Karachi,Cash,2003.0,2019-11-19
Suzuki,Used,CNG,123456.0,Margalla,380000,Karachi,Cash,1998.0,2019-01-07
Suzuki,Used,Petrol,85500.0,Cultus VXR,850000,Karachi,Cash,2013.0,2018-10-12
Suzuki,Used,Petrol,1.0,Khyber,150000,Karachi,Cash,1992.0,2019-04-20
Suzuki,Used,CNG,19331.0,Cultus VXR,610000,Karachi,Cash,2008.0,2019-01-25
Toyota,New,Petrol,36000.0,Passo,1515000,,Cash,2015.0,2018-11-02
Mitsubishi,Used,Petrol,90000.0,Minicab Bravo,790000,Karachi,Cash,2013.0,2018-11-25
,,,,,1365000,,,,2018-09-08
Toyota,New,Petrol,72000.0,Corolla XLI,1150000,Karachi,Cash,2010.0,2018-12-29
